compoundExRef_id,compoundExRef_idtype,compoundExRef_idvalue,compound_id,compoundExRef_primary
743,CheBI,15753,138,1
744,CheBI,57499,138,0
745,KEGG,C00322,138,1
746,PubChem,23615192,138,1
747,PubChem,71,138,0
748,HepatoNet,HC00273,138,1
749,EHMN,C00322,138,1
750,HMDB,HMDB00225,138,1
751,LMSD,LMFA01170121,138,1
752,InChi Key,FGSBNBBHOZHUBO-UHFFFAOYSA-N,138,1
753,CheBI,15753,139,1
754,CheBI,57499,139,0
755,KEGG,C00322,139,1
756,PubChem,23615192,139,1
757,PubChem,71,139,0
758,HepatoNet,HC00273,139,1
759,EHMN,C00322,139,1
760,HMDB,HMDB00225,139,1
761,LMSD,LMFA01170121,139,1
762,InChi Key,FGSBNBBHOZHUBO-UHFFFAOYSA-N,139,1
763,CheBI,17835,140,1
764,CheBI,58289,140,0
765,KEGG,C00631,140,1
766,PubChem,439278,140,1
767,PubChem,40467846,140,0
768,HepatoNet,HC00463,140,1
769,EHMN,C00631,140,1
770,HMDB,HMDB03391,140,1
771,InChi Key,GXIURPTVHJPJLF-UWTATZPHSA-N,140,1
772,CheBI,17150,141,1
773,CheBI,58033,141,0
774,KEGG,C00988,141,1
775,PubChem,529,141,1
776,PubChem,24916760,141,0
777,EHMN,C00988,141,1
778,HMDB,HMDB00816,141,1
779,InChi Key,ASCFNMCAHFUBCO-UHFFFAOYSA-N,141,1
780,CheBI,16433,142,1
781,CheBI,57770,142,0
782,CheBI,36281,142,0
783,KEGG,C01197,142,1
784,KEGG,C01481,142,0
785,PubChem,689043,142,1
786,PubChem,54691412,142,0
787,PubChem,1549111,142,0
788,EHMN,C01197,142,1
789,HMDB,HMDB03501,142,1
790,InChi Key,QAIPRVGONGVQAS-UHFFFAOYSA-N,142,1
791,CheBI,27852,143,1
792,KEGG,C05577,143,1
793,PubChem,151725,143,1
794,HepatoNet,HC01514,143,1
795,EHMN,C05577,143,1
796,HMDB,HMDB06242,143,1
797,InChi Key,YUGMCLJIWGEKCK-UHFFFAOYSA-N,143,1
798,CheBI,27852,144,1
799,KEGG,C05577,144,1
800,PubChem,151725,144,1
801,HepatoNet,HC01514,144,1
802,EHMN,C05577,144,1
803,HMDB,HMDB06242,144,1
804,InChi Key,YUGMCLJIWGEKCK-UHFFFAOYSA-N,144,1
805,CheBI,27637,145,1
806,KEGG,C05580,145,1
807,PubChem,85782,145,1
808,HepatoNet,HC01517,145,1
809,EHMN,C05580,145,1
810,HMDB,HMDB01866,145,1
811,InChi Key,RGHMISIYKIHAJW-UHFFFAOYSA-N,145,1
812,CheBI,27637,146,1
813,KEGG,C05580,146,1
814,PubChem,85782,146,1
815,HepatoNet,HC01517,146,1
816,EHMN,C05580,146,1
817,HMDB,HMDB01866,146,1
818,InChi Key,RGHMISIYKIHAJW-UHFFFAOYSA-N,146,1
819,CheBI,1387,147,1
820,KEGG,C05576,147,1
821,PubChem,91528,147,1
822,EHMN,C05576,147,1
823,HMDB,HMDB00318,147,1
824,InChi Key,MTVWFVDWRVYDOR-UHFFFAOYSA-N,147,1
825,CheBI,1387,148,1
826,KEGG,C05576,148,1
827,PubChem,91528,148,1
828,EHMN,C05576,148,1
829,HMDB,HMDB00318,148,1
830,InChi Key,MTVWFVDWRVYDOR-UHFFFAOYSA-N,148,1
831,CheBI,27978,149,1
832,KEGG,C04043,149,1
833,PubChem,119219,149,1
834,EHMN,C04043,149,1
835,HMDB,HMDB03791,149,1
836,InChi Key,IADQVXRMSNIUEL-UHFFFAOYSA-N,149,1
837,CheBI,41941,150,1
838,CheBI,17612,150,0
839,KEGG,C01161,150,1
842,PubChem,5460350,150,0
843,PubChem,547,150,1
844,EHMN,C01161,150,1
845,HMDB,HMDB01336,150,1
846,InChi Key,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,150,1
847,CheBI,15765,151,1
848,CheBI,57504,151,0
849,KEGG,C00355,151,1
850,KEGG,D00059,151,0
851,PubChem,6047,151,1
852,PubChem,6971033,151,0
853,HMDB,HMDB00181,151,1
854,InChi Key,WTDRDQBEARUVNC-LURJTMIESA-N,151,1
855,CheBI,15765,152,1
856,CheBI,57504,152,0
857,KEGG,C00355,152,1
858,KEGG,D00059,152,0
859,PubChem,6047,152,1
860,PubChem,6971033,152,0
861,HMDB,HMDB00181,152,1
862,InChi Key,WTDRDQBEARUVNC-LURJTMIESA-N,152,1
863,CheBI,17385,153,1
864,CheBI,36659,153,0
865,KEGG,C03672,153,1
866,PubChem,9378,153,1
867,PubChem,9548580,153,0
868,HMDB,HMDB00755,153,1
869,InChi Key,JVGVDSSUAVXRDY-UHFFFAOYSA-N,153,1
870,CheBI,15999,154,1
871,CheBI,36242,154,0
872,KEGG,C01179,154,1
873,PubChem,979,154,1
874,PubChem,6971070,154,0
875,HepatoNet,HC00699,154,1
876,EHMN,C01179,154,1
877,HMDB,HMDB00707,154,1
878,InChi Key,KKADPXVIOXHVKN-UHFFFAOYSA-N,154,1
879,CheBI,15999,155,1
880,CheBI,36242,155,0
881,KEGG,C01179,155,1
882,PubChem,979,155,1
883,PubChem,6971070,155,0
884,HMDB,HMDB00707,155,1
885,InChi Key,KKADPXVIOXHVKN-UHFFFAOYSA-N,155,1
886,CheBI,15999,156,1
887,CheBI,36242,156,0
888,KEGG,C01179,156,1
889,PubChem,979,156,1
890,PubChem,6971070,156,0
891,HepatoNet,HC00699,156,1
892,EHMN,C01179,156,1
893,HMDB,HMDB00707,156,1
894,InChi Key,KKADPXVIOXHVKN-UHFFFAOYSA-N,156,1
895,CheBI,16356,157,1
896,CheBI,57746,157,0
897,KEGG,C00942,157,1
898,PubChem,24316,157,1
899,PubChem,16727415,157,0
900,HepatoNet,HC00592,157,1
901,EHMN,C00942,157,1
902,HMDB,HMDB01314,157,1
903,InChi Key,ZOOGRGPOEVQQDX-UUOKFMHZSA-N,157,1
904,CheBI,16356,158,1
905,CheBI,57746,158,0
906,KEGG,C00942,158,1
907,PubChem,24316,158,1
908,PubChem,16727415,158,0
909,HepatoNet,HC00592,158,1
910,EHMN,C00942,158,1
911,HMDB,HMDB01314,158,1
912,InChi Key,ZOOGRGPOEVQQDX-UUOKFMHZSA-N,158,1
913,CheBI,16356,159,1
914,CheBI,57746,159,0
915,KEGG,C00942,159,1
916,PubChem,24316,159,1
917,PubChem,16727415,159,0
918,HepatoNet,HC00592,159,1
919,EHMN,C00942,159,1
920,HMDB,HMDB01314,159,1
921,InChi Key,ZOOGRGPOEVQQDX-UUOKFMHZSA-N,159,1
922,CheBI,16356,160,1
923,CheBI,57746,160,0
924,KEGG,C00942,160,1
925,PubChem,24316,160,1
926,PubChem,16727415,160,0
927,HepatoNet,HC00592,160,1
928,EHMN,C00942,160,1
929,HMDB,HMDB01314,160,1
930,InChi Key,ZOOGRGPOEVQQDX-UUOKFMHZSA-N,160,1
931,CheBI,15768,161,1
932,KEGG,C01060,161,1
933,PubChem,9305,161,1
934,EHMN,C01060,161,1
935,HMDB,HMDB03474,161,1
936,InChi Key,NYPYHUZRZVSYKL-ZETCQYMHSA-N,161,1
937,CheBI,33094,162,1
938,CheBI,58655,162,0
939,KEGG,C03284,162,1
940,PubChem,439434,162,1
941,PubChem,6971062,162,0
942,EHMN,C03284,162,1
943,HMDB,HMDB02166,162,1
944,LMSD,LMFA01100050,162,1
945,InChi Key,QCHPKSFMDHPSNR-VKHMYHEASA-N,162,1
946,CheBI,33094,163,1
947,CheBI,58655,163,0
948,KEGG,C03284,163,1
949,PubChem,439434,163,1
950,PubChem,6971062,163,0
951,EHMN,C03284,163,1
952,HMDB,HMDB02166,163,1
953,LMSD,LMFA01100050,163,1
954,InChi Key,QCHPKSFMDHPSNR-VKHMYHEASA-N,163,1
955,CheBI,33094,164,1
956,CheBI,58655,164,0
957,KEGG,C03284,164,1
958,PubChem,439434,164,1
959,PubChem,6971062,164,0
960,EHMN,C03284,164,1
961,HMDB,HMDB02166,164,1
962,LMSD,LMFA01100050,164,1
963,InChi Key,QCHPKSFMDHPSNR-VKHMYHEASA-N,164,1
964,CheBI,16320,165,1
965,CheBI,57731,165,0
966,KEGG,C01205,165,1
967,KEGG,C03265,165,0
968,PubChem,5459822,165,1
969,PubChem,6971064,165,0
970,HepatoNet,HC00715,165,1
971,HMDB,HMDB02299,165,1
972,LMSD,LMFA01100049,165,1
973,InChi Key,QCHPKSFMDHPSNR-GSVOUGTGSA-N,165,1
974,CheBI,16320,166,1
975,CheBI,57731,166,0
976,KEGG,C01205,166,1
977,KEGG,C03265,166,0
978,PubChem,5459822,166,1
979,PubChem,6971064,166,0
980,HepatoNet,HC00715,166,1
981,HMDB,HMDB02299,166,1
982,LMSD,LMFA01100049,166,1
983,InChi Key,QCHPKSFMDHPSNR-GSVOUGTGSA-N,166,1
984,CheBI,16320,167,1
985,CheBI,57731,167,0
986,KEGG,C01205,167,1
987,KEGG,C03265,167,0
988,PubChem,5459822,167,1
989,PubChem,6971064,167,0
990,HepatoNet,HC00715,167,1
991,HMDB,HMDB02299,167,1
992,LMSD,LMFA01100049,167,1
993,InChi Key,QCHPKSFMDHPSNR-GSVOUGTGSA-N,167,1
994,CheBI,28931,168,1
995,CheBI,60880,168,0
996,KEGG,C01367,168,1
997,PubChem,15938966,168,1
998,PubChem,41211,168,0
999,HMDB,HMDB03540,168,1
1000,InChi Key,LNQVTSROQXJCDD-KQYNXXCUSA-N,168,1
1001,CheBI,28002,173,1
1002,KEGG,C05280,173,1
1003,KEGG,C05280 ,173,0
1004,PubChem,5280771,173,1
1005,PubChem,11966165,173,0
1006,PubChem,5118247,173,0
1007,HMDB,HMDB03952,173,1
1008,InChi Key,KEPSPLQXVPROMK-GXFXHJQUSA-N,173,1
1009,CheBI,28002,174,1
1010,KEGG,C05280,174,1
1011,KEGG,C05280 ,174,0
1012,PubChem,5280771,174,1
1013,PubChem,11966165,174,0
1014,PubChem,5118247,174,0
1015,HMDB,HMDB03952,174,1
1016,InChi Key,KEPSPLQXVPROMK-GXFXHJQUSA-N,174,1
1017,CheBI,16142,179,1
1018,CheBI,57655,179,0
1019,KEGG,C00618,179,1
1020,PubChem,439273,179,1
1021,PubChem,46878417,179,0
1022,PubChem,95,179,0
1023,HMDB,HMDB06334,179,1
1024,InChi Key,WTAHRPBPWHCMHW-LWKDLAHASA-N,179,1
1025,CheBI,50775,184,1
1026,InChi Key,HGWUGDIATLOPBN-UHFFFAOYSA-N,184,1
1027,CheBI,62796,185,1
1028,KEGG,C05300,185,1
1029,PubChem,115116,185,1
1030,PubChem,440625,185,0
1031,InChi Key,WCQCNOIKXGNDLX-UHFFFAOYSA-N,185,1
1032,CheBI,64136,186,1
1033,PubChem,6454686,186,1
1034,HMDB,HMDB06251,186,1
1035,InChi Key,CMPNJZREBHCPHN-UHFFFAOYSA-N,186,1
1036,CheBI,17862,187,1
1037,CheBI,58299,187,0
1038,CheBI,46966,187,0
1039,KEGG,C02934,187,1
1040,PubChem,439853,187,1
1041,PubChem,631,187,0
1042,PubChem,49852310,187,0
1043,HepatoNet,HC01019,187,1
1044,EHMN,C02934,187,1
1045,HMDB,HMDB01480,187,1
1046,LMSD,LMSP01020002,187,1
1047,InChi Key,KBUNOSOGGAARKZ-KRWDZBQOSA-N,187,1
1048,KEGG,C11947,188,1
1049,PubChem,9543313,188,1
1050,PubChem,443525,188,0
1051,EHMN,C11947,188,1
1052,HMDB,HMDB04601,188,1
1053,InChi Key,LQMGDAUBYDSVAK-VEQIRKQXSA-N,188,1
1054,KEGG,C11947,189,1
1055,PubChem,9543313,189,1
1056,PubChem,443525,189,0
1057,EHMN,C11947,189,1
1058,HMDB,HMDB04601,189,1
1059,InChi Key,LQMGDAUBYDSVAK-VEQIRKQXSA-N,189,1
1060,CheBI,15793,190,1
1061,CheBI,36559,190,0
1062,KEGG,C00632,190,1
1063,PubChem,54675871,190,1
1064,PubChem,86,190,0
1065,HepatoNet,HC00464,190,1
1066,EHMN,C00632,190,1
1067,HMDB,HMDB01476,190,1
1068,InChi Key,WJXSWCUQABXPFS-UHFFFAOYSA-N,190,1
1069,CheBI,15453,191,1
1070,KEGG,C03561,191,1
1071,PubChem,9543037,191,1
1072,PubChem,439419,191,0
1073,PubChem,45266553,191,0
1074,HepatoNet,HC00686,191,1
1075,EHMN,C01144,191,1
1076,HMDB,HMDB01166,191,1
1077,InChi Key,QHHKKMYHDBRONY-VKBDFPRVSA-N,191,1
1078,CheBI,15453,192,1
1079,KEGG,C03561,192,1
1080,PubChem,9543037,192,1
1081,PubChem,439419,192,0
1082,PubChem,45266553,192,0
1083,HepatoNet,HC00686,192,1
1084,EHMN,C01144,192,1
1085,HMDB,HMDB01166,192,1
1086,InChi Key,QHHKKMYHDBRONY-VKBDFPRVSA-N,192,1
1087,CheBI,15452,193,1
1088,KEGG,C03561,193,1
1089,PubChem,11966146,193,1
1090,HMDB,HMDB01166,193,1
1091,InChi Key,QHHKKMYHDBRONY-WZZMXTMRSA-N,193,1
1092,CheBI,15452,194,1
1093,KEGG,C03561,194,1
1094,PubChem,11966146,194,1
1095,HMDB,HMDB01166,194,1
1096,InChi Key,QHHKKMYHDBRONY-WZZMXTMRSA-N,194,1
1097,CheBI,28325,195,1
1098,KEGG,C05264,195,1
1099,PubChem,11966158,195,1
1100,HMDB,HMDB03938,195,1
1101,LMSD,LMFA07050014,195,1
1102,InChi Key,HIVSMYZAMUNFKZ-WQUYVQPTSA-N,195,1
1103,CheBI,28325,196,1
1104,KEGG,C05264,196,1
1105,PubChem,11966158,196,1
1106,HMDB,HMDB03938,196,1
1107,LMSD,LMFA07050014,196,1
1108,InChi Key,HIVSMYZAMUNFKZ-WQUYVQPTSA-N,196,1
1109,CheBI,62558,197,1
1110,KEGG,C05262,197,1
1111,PubChem,440603,197,1
1112,HMDB,HMDB03936,197,1
1113,LMSD,LMFA07050012,197,1
1114,InChi Key,IJFLXRCJWPKGKJ-AGWWUHEJSA-N,197,1
1115,CheBI,62558,198,1
1116,KEGG,C05262,198,1
1117,PubChem,440603,198,1
1118,HMDB,HMDB03936,198,1
1119,LMSD,LMFA07050012,198,1
1120,InChi Key,IJFLXRCJWPKGKJ-AGWWUHEJSA-N,198,1
1121,CheBI,27402,203,1
1122,KEGG,C05258,203,1
1123,KEGG,C05258 ,203,0
1124,PubChem,440600,203,1
1125,PubChem,11966179,203,0
1126,HMDB,HMDB03932,203,1
1127,InChi Key,DEHLMTDDPWDRDR-QQOJFMBSSA-N,203,1
1128,CheBI,27402,204,1
1129,KEGG,C05258,204,1
1130,KEGG,C05258 ,204,0
1131,PubChem,440600,204,1
1132,PubChem,11966179,204,0
1133,HMDB,HMDB03932,204,1
1134,InChi Key,DEHLMTDDPWDRDR-QQOJFMBSSA-N,204,1
1135,PubChem,53481691,205,1
1136,HMDB,HMDB13336,205,1
1137,InChi Key,MHJOYNGEDDXLLU-LBAQZLPGSA-N,205,1
1138,PubChem,53481691,206,1
1139,HMDB,HMDB13336,206,1
1140,InChi Key,MHJOYNGEDDXLLU-LBAQZLPGSA-N,206,1
1141,CheBI,28259,211,1
1142,KEGG,C06000,211,1
1143,PubChem,11966163,211,1
1144,PubChem,6857371,211,0
1145,EHMN,C06000,211,1
1146,HMDB,HMDB01052,211,1
1147,InChi Key,WWEOGFZEFHPUAM-UQCJFRAESA-N,211,1
1148,CheBI,15449,212,1
1149,KEGG,C04405,212,1
1150,PubChem,11966220,212,1
1151,PubChem,440326,212,0
1152,PubChem,52,212,0
1153,HepatoNet,HC01287,212,1
1154,EHMN,C04405,212,1
1155,HMDB,HMDB01356,212,1
1156,InChi Key,PEKYNTFSOBAABV-LQUDNSJZSA-N,212,1
1157,CheBI,37373,213,1
1158,CheBI,11805,213,0
1159,KEGG,C06001,213,1
1160,KEGG,C01188,213,0
1161,PubChem,11966314,213,1
1162,PubChem,440873,213,0
1163,PubChem,87,213,0
1164,HepatoNet,HC00705,213,1
1165,EHMN,C01188,213,1
1166,HMDB,HMDB00023,213,1
1167,InChi Key,DBXBTMSZEOQQDU-UHFFFAOYSA-N,213,1
1168,PubChem,49859586,214,1
1169,PubChem,49859586,215,1
1170,CheBI,27762,216,1
1171,CheBI,58528,216,0
1172,KEGG,C05668,216,1
1174,PubChem,440753,216,1
1175,PubChem,11966171,216,0
1176,PubChem,44229175,216,0
1179,HepatoNet,HC01557,216,1
1180,EHMN,C05668,216,1
1181,HMDB,HMDB06807,216,1
1182,InChi Key,BERBFZCUSMQABM-IEXPHMLFSA-N,216,1
1183,CheBI,27762,217,1
1184,CheBI,58528,217,0
1185,KEGG,C05668,217,1
1187,PubChem,440753,217,1
1188,PubChem,11966171,217,0
1189,PubChem,44229175,217,0
1192,HepatoNet,HC01557,217,1
1193,EHMN,C05668,217,1
1194,HMDB,HMDB06807,217,1
1195,InChi Key,BERBFZCUSMQABM-IEXPHMLFSA-N,217,1
1196,CheBI,27762,218,1
1197,CheBI,58528,218,0
1198,KEGG,C05668,218,1
1200,PubChem,440753,218,1
1201,PubChem,11966171,218,0
1202,PubChem,44229175,218,0
1205,HepatoNet,HC01557,218,1
1206,EHMN,C05668,218,1
1207,HMDB,HMDB06807,218,1
1208,InChi Key,BERBFZCUSMQABM-IEXPHMLFSA-N,218,1
1209,CheBI,33404,219,1
1210,CheBI,16510,219,0
1211,CheBI,35969,219,0
1212,KEGG,C01013,219,1
1213,PubChem,68152,219,1
1214,PubChem,5459847,219,0
1215,HepatoNet,HC00625,219,1
1216,EHMN,C01013,219,1
1217,HMDB,HMDB00700,219,1
1218,InChi Key,ALRHLSYJTWAHJZ-UHFFFAOYSA-N,219,1
1219,CheBI,33404,220,1
1220,CheBI,16510,220,0
1221,CheBI,35969,220,0
1222,KEGG,C01013,220,1
1223,PubChem,68152,220,1
1224,PubChem,5459847,220,0
1225,HepatoNet,HC00625,220,1
1226,EHMN,C01013,220,1
1227,HMDB,HMDB00700,220,1
1228,InChi Key,ALRHLSYJTWAHJZ-UHFFFAOYSA-N,220,1
1229,CheBI,62614,221,1
1230,KEGG,C05260,221,1
1231,PubChem,46173488,221,1
1232,HMDB,HMDB03934,221,1
1233,InChi Key,OXBHKMHNDGRDCZ-UOBIXJHKSA-N,221,1
1234,CheBI,62614,222,1
1235,KEGG,C05260,222,1
1236,PubChem,46173488,222,1
1237,HMDB,HMDB03934,222,1
1238,InChi Key,OXBHKMHNDGRDCZ-UOBIXJHKSA-N,222,1
1239,CheBI,15786,223,1
1240,CheBI,57515,223,0
1241,KEGG,C01259,223,1
1242,PubChem,439460,223,1
1243,PubChem,656419,223,0
1244,EHMN,C01259,223,1
1245,HMDB,HMDB01422,223,1
1246,InChi Key,ZRJHLGYVUCPZNH-MQWKRIRWSA-O,223,1
1247,CheBI,15786,224,1
1248,CheBI,57515,224,0
1249,KEGG,C01259,224,1
1250,PubChem,439460,224,1
1251,PubChem,656419,224,0
1252,EHMN,C01259,224,1
1253,HMDB,HMDB01422,224,1
1254,InChi Key,ZRJHLGYVUCPZNH-MQWKRIRWSA-O,224,1
1255,KEGG,C05636,225,1
1256,PubChem,440736,225,1
1257,EHMN,C05636,225,1
1258,InChi Key,ODOPEICAGBYCFH-UHFFFAOYSA-N,225,1
1259,CheBI,27847,226,1
1260,CheBI,59898,226,0
1261,KEGG,C02515,226,1
1262,PubChem,439744,226,1
1263,PubChem,6918986,226,0
1264,HMDB,HMDB00021,226,1
1265,InChi Key,UQTZMGFTRHFAAM-ZETCQYMHSA-N,226,1
1266,CheBI,28291,227,1
1267,KEGG,C05998,227,1
1268,PubChem,11953876,227,1
1269,PubChem,11966188,227,0
1270,HMDB,HMDB06870,227,1
1271,InChi Key,PEVZKILCBDEOBT-XBTRWLRFSA-N,227,1
1272,CheBI,28291,228,1
1273,KEGG,C05998,228,1
1274,PubChem,11953876,228,1
1275,PubChem,11966188,228,0
1276,HMDB,HMDB06870,228,1
1277,InChi Key,PEVZKILCBDEOBT-XBTRWLRFSA-N,228,1
1278,KEGG,C05583,231,1
1279,PubChem,440729,231,1
1280,HepatoNet,HC01520,231,1
1281,EHMN,C05583,231,1
1282,HMDB,HMDB04061,231,1
1283,InChi Key,VISAJVAPYPFKCL-UHFFFAOYSA-N,231,1
1284,KEGG,C05583,232,1
1285,PubChem,440729,232,1
1286,HepatoNet,HC01520,232,1
1287,EHMN,C05583,232,1
1288,HMDB,HMDB04061,232,1
1289,InChi Key,VISAJVAPYPFKCL-UHFFFAOYSA-N,232,1
1290,CheBI,15486,233,1
1291,CheBI,57344,233,0
1292,KEGG,C03069,233,1
1293,PubChem,439869,233,1
1294,PubChem,45266575,233,0
1295,PubChem,9549326,233,0
1296,HepatoNet,HC01047,233,1
1297,EHMN,C03069,233,1
1298,HMDB,HMDB01493,233,1
1299,InChi Key,BXIPALATIYNHJN-ZMHDXICWSA-N,233,1
1300,CheBI,57346,234,1
1301,KEGG,C03231,234,1
1302,PubChem,5462214,234,1
1303,HepatoNet,HC01081,234,1
1304,EHMN,C03231,234,1
1305,HMDB,HMDB01057,234,1
1306,InChi Key,ZMMFWDHIXCPOHZ-BIEWRJSYSA-N,234,1
1307,CheBI,1606,235,1
1308,KEGG,C05828,235,1
1309,PubChem,75810,235,1
1310,EHMN,C05828,235,1
1311,HMDB,HMDB02820,235,1
1312,InChi Key,ZHCKPJGJQOPTLB-UHFFFAOYSA-N,235,1
1313,CheBI,1606,236,1
1314,KEGG,C05828,236,1
1315,PubChem,75810,236,1
1316,EHMN,C05828,236,1
1317,HMDB,HMDB02820,236,1
1318,InChi Key,ZHCKPJGJQOPTLB-UHFFFAOYSA-N,236,1
1319,CheBI,28104,237,1
1320,KEGG,C05827,237,1
1321,PubChem,193545,237,1
1322,EHMN,C05827,237,1
1323,HMDB,HMDB04181,237,1
1324,InChi Key,GCQHUBANENYTLB-UHFFFAOYSA-N,237,1
1325,CheBI,16530,238,1
1326,CheBI,11851,238,0
1327,CheBI,18335,238,0
1328,KEGG,C00141,238,1
1329,KEGG,C00647,238,0
1330,PubChem,49,238,1
1331,PubChem,1053,238,0
1332,PubChem,5204641,238,0
1333,HepatoNet,HC00139,238,1
1334,EHMN,C00141,238,1
1335,HMDB,HMDB00019,238,1
1336,LMSD,LMFA01020274,238,1
1337,InChi Key,QHKABHOOEWYVLI-UHFFFAOYSA-N,238,1
1338,CheBI,16530,239,1
1339,CheBI,11851,239,0
1340,CheBI,18335,239,0
1341,KEGG,C00141,239,1
1342,KEGG,C00647,239,0
1343,PubChem,49,239,1
1344,PubChem,1053,239,0
1345,PubChem,5204641,239,0
1346,HMDB,HMDB00019,239,1
1347,LMSD,LMFA01020274,239,1
1348,InChi Key,QHKABHOOEWYVLI-UHFFFAOYSA-N,239,1
1349,CheBI,16530,240,1
1350,CheBI,11851,240,0
1351,CheBI,18335,240,0
1352,KEGG,C00141,240,1
1353,KEGG,C00647,240,0
1354,PubChem,49,240,1
1355,PubChem,1053,240,0
1356,PubChem,5204641,240,0
1357,HepatoNet,HC00139,240,1
1358,EHMN,C00141,240,1
1359,HMDB,HMDB00019,240,1
1360,LMSD,LMFA01020274,240,1
1361,InChi Key,QHKABHOOEWYVLI-UHFFFAOYSA-N,240,1
1362,CheBI,35932,241,1
1363,CheBI,28654,241,0
1364,CheBI,15614,241,0
1365,KEGG,C03465,241,1
1366,KEGG,C00671,241,0
1367,PubChem,47,241,1
1368,PubChem,440877,241,0
1369,PubChem,4298878,241,0
1370,PubChem,439286,241,0
1371,HepatoNet,HC01123,241,1
1372,EHMN,C00671,241,1
1373,HMDB,HMDB00491,241,1
1374,InChi Key,JVQYSWDUAOAHFM-UHFFFAOYSA-N,241,1
1375,CheBI,35932,242,1
1376,CheBI,28654,242,0
1377,CheBI,15614,242,0
1378,KEGG,C03465,242,1
1379,KEGG,C00671,242,0
1380,PubChem,47,242,1
1381,PubChem,440877,242,0
1382,PubChem,4298878,242,0
1383,PubChem,439286,242,0
1384,HMDB,HMDB00491,242,1
1385,InChi Key,JVQYSWDUAOAHFM-UHFFFAOYSA-N,242,1
1386,CheBI,35932,243,1
1387,CheBI,28654,243,0
1388,CheBI,15614,243,0
1389,KEGG,C03465,243,1
1390,KEGG,C00671,243,0
1391,PubChem,47,243,1
1392,PubChem,440877,243,0
1393,PubChem,4298878,243,0
1394,PubChem,439286,243,0
1395,HepatoNet,HC01123,243,1
1396,EHMN,C00671,243,1
1397,HMDB,HMDB00491,243,1
1398,InChi Key,JVQYSWDUAOAHFM-UHFFFAOYSA-N,243,1
1399,CheBI,20106,244,1
1400,KEGG,C05584,244,1
1401,PubChem,1245,244,1
1402,PubChem,23615482,244,0
1403,HepatoNet,HC01521,244,1
1404,EHMN,C05584,244,1
1405,HMDB,HMDB00291,244,1
1406,InChi Key,CGQCWMIAEPEHNQ-UHFFFAOYSA-N,244,1
1407,CheBI,20106,245,1
1408,KEGG,C05584,245,1
1409,PubChem,1245,245,1
1410,PubChem,23615482,245,0
1411,HepatoNet,HC01521,245,1
1412,EHMN,C05584,245,1
1413,HMDB,HMDB00291,245,1
1414,InChi Key,CGQCWMIAEPEHNQ-UHFFFAOYSA-N,245,1
1415,CheBI,28111,246,1
1416,KEGG,C05581,246,1
1417,PubChem,151276,246,1
1418,HepatoNet,HC01518,246,1
1419,EHMN,C05581,246,1
1420,HMDB,HMDB05175,246,1
1421,InChi Key,GOQGGGANVKPMNH-UHFFFAOYSA-N,246,1
1422,CheBI,28111,247,1
1423,KEGG,C05581,247,1
1424,PubChem,151276,247,1
1425,HepatoNet,HC01518,247,1
1426,EHMN,C05581,247,1
1427,HMDB,HMDB05175,247,1
1428,InChi Key,GOQGGGANVKPMNH-UHFFFAOYSA-N,247,1
1429,CheBI,742324,248,1
1430,KEGG,C05587,248,1
1431,PubChem,1669,248,1
1432,EHMN,C05587,248,1
1433,HMDB,HMDB00022,248,1
1434,InChi Key,DIVQKHQLANKJQO-UHFFFAOYSA-N,248,1
1435,CheBI,28528,262,1
1436,KEGG,C05265,262,1
1437,PubChem,440606,262,1
1438,PubChem,5118004,262,0
1439,PubChem,11966155,262,0
1440,HepatoNet,HC01404,262,1
1441,EHMN,C05265,262,1
1442,HMDB,HMDB03939,262,1
1443,LMSD,LMFA07050074,262,1
1444,InChi Key,AZCVXMAPLHSIKY-HSJNEKGZSA-N,262,1
1445,CheBI,28528,263,1
1446,KEGG,C05265,263,1
1447,PubChem,440606,263,1
1448,PubChem,5118004,263,0
1449,PubChem,11966155,263,0
1450,HepatoNet,HC01404,263,1
1451,EHMN,C05265,263,1
1452,HMDB,HMDB03939,263,1
1453,LMSD,LMFA07050074,263,1
1454,InChi Key,AZCVXMAPLHSIKY-HSJNEKGZSA-N,263,1
1455,CheBI,27868,264,1
1456,KEGG,C05263,264,1
1457,PubChem,440604,264,1
1458,PubChem,5118002,264,0
1459,PubChem,11966169,264,0
1460,HepatoNet,HC01402,264,1
1461,EHMN,C05263,264,1
1462,HMDB,HMDB03937,264,1
1463,LMSD,LMFA07050013,264,1
1464,InChi Key,HQANBZHVWIDNQZ-GMHMEAMDSA-N,264,1
1465,CheBI,27868,265,1
1466,KEGG,C05263,265,1
1467,PubChem,440604,265,1
1468,PubChem,5118002,265,0
1469,PubChem,11966169,265,0
1470,HepatoNet,HC01402,265,1
1471,EHMN,C05263,265,1
1472,HMDB,HMDB03937,265,1
1473,LMSD,LMFA07050013,265,1
1474,InChi Key,HQANBZHVWIDNQZ-GMHMEAMDSA-N,265,1
1475,CheBI,15491,266,1
1476,CheBI,57349,266,0
1477,KEGG,C05259,266,1
1478,PubChem,169621,266,1
1479,PubChem,440601,266,0
1480,PubChem,25244191,266,0
1481,HepatoNet,HC01398,266,1
1482,EHMN,C05259,266,1
1483,HMDB,HMDB06402,266,1
1484,InChi Key,NQMPLXPCRJOSHL-BBECNAHFSA-N,266,1
